area_ha,hillslope,CT_t_ha1,MT_t_ha1,NT_t_ha1,grass_t_ha1,area_cum_ha,int,log_area_cum,log_int,erosion_ct_ton,sum_ct_erosion_ton,erosion_int
1.35,316,0.006,0.004,0.002,0.001,10135.98,"(8.37e+03,1.05e+04]",9.22384674883407,"(7.74,9.26]",0.0081,38975.79681,"(3.12e+04,3.9e+04]"
4.59,346,0.006,0.004,0.002,0.001,10140.57,"(8.37e+03,1.05e+04]",9.22429948858303,"(7.74,9.26]",0.02754,38975.82435,"(3.12e+04,3.9e+04]"
0.18,359,0.006,0.005,0.002,0.001,10140.75,"(8.37e+03,1.05e+04]",9.22431723890698,"(7.74,9.26]",0.00108,38975.82543,"(3.12e+04,3.9e+04]"
1.26,400,0.006,0.006,0.003,0.001,10142.01,"(8.37e+03,1.05e+04]",9.2244414823533,"(7.74,9.26]",0.00756,38975.83299,"(3.12e+04,3.9e+04]"
0.54,427,0.006,0.007,0.002,0.001,10142.55,"(8.37e+03,1.05e+04]",9.2244947248195,"(7.74,9.26]",0.00324,38975.83623,"(3.12e+04,3.9e+04]"
1.71,434,0.006,0.003,0.002,0.001,10144.26,"(8.37e+03,1.05e+04]",9.22466330726337,"(7.74,9.26]",0.01026,38975.84649,"(3.12e+04,3.9e+04]"
0.72,436,0.006,0.003,0.002,0.001,10144.98,"(8.37e+03,1.05e+04]",9.22473428084348,"(7.74,9.26]",0.00432,38975.85081,"(3.12e+04,3.9e+04]"
0.18,479,0.006,0.006,0.002,0.001,10145.16,"(8.37e+03,1.05e+04]",9.22475202345147,"(7.74,9.26]",0.00108,38975.85189,"(3.12e+04,3.9e+04]"
0.36,535,0.006,0.005,0.003,0.001,10145.52,"(8.37e+03,1.05e+04]",9.22478750772307,"(7.74,9.26]",0.00216,38975.85405,"(3.12e+04,3.9e+04]"
0.18,558,0.006,0.005,0.003,0.001,10145.7,"(8.37e+03,1.05e+04]",9.2248052493867,"(7.74,9.26]",0.00108,38975.85513,"(3.12e+04,3.9e+04]"
1.08,565,0.006,0.005,0.003,0.001,10146.78,"(8.37e+03,1.05e+04]",9.22491169275893,"(7.74,9.26]",0.00648,38975.86161,"(3.12e+04,3.9e+04]"
4.05,569,0.006,0.005,0.002,0.001,10150.83,"(8.37e+03,1.05e+04]",9.22531075452569,"(7.74,9.26]",0.0243,38975.88591,"(3.12e+04,3.9e+04]"
1.17,580,0.006,0.007,0.003,0.001,10152,"(8.37e+03,1.05e+04]",9.22542600939422,"(7.74,9.26]",0.00702,38975.89293,"(3.12e+04,3.9e+04]"
2.34,589,0.006,0.004,0.002,0.001,10154.34,"(8.37e+03,1.05e+04]",9.2256564792879,"(7.74,9.26]",0.01404,38975.90697,"(3.12e+04,3.9e+04]"
0.18,624,0.006,0.005,0.003,0.001,10154.52,"(8.37e+03,1.05e+04]",9.22567420554137,"(7.74,9.26]",0.00108,38975.90805,"(3.12e+04,3.9e+04]"
0.45,631,0.006,0.007,0.003,0.001,10154.97,"(8.37e+03,1.05e+04]",9.22571851980037,"(7.74,9.26]",0.0027,38975.91075,"(3.12e+04,3.9e+04]"
2.25,650,0.006,0.007,0.002,0.001,10157.22,"(8.37e+03,1.05e+04]",9.22594006164389,"(7.74,9.26]",0.0135,38975.92425,"(3.12e+04,3.9e+04]"
12.24,655,0.006,0.006,0.002,0.001,10169.46,"(8.37e+03,1.05e+04]",9.22714439028776,"(7.74,9.26]",0.07344,38975.99769,"(3.12e+04,3.9e+04]"
0.18,671,0.006,0.006,0.002,0.001,10169.64,"(8.37e+03,1.05e+04]",9.22716209018598,"(7.74,9.26]",0.00108,38975.99877,"(3.12e+04,3.9e+04]"
9.54,673,0.006,0.006,0.002,0.001,10179.18,"(8.37e+03,1.05e+04]",9.22809973676195,"(7.74,9.26]",0.05724,38976.05601,"(3.12e+04,3.9e+04]"
7.2,675,0.006,0.004,0.002,0.001,10186.38,"(8.37e+03,1.05e+04]",9.22880681285512,"(7.74,9.26]",0.0432,38976.09921,"(3.12e+04,3.9e+04]"
3.6,705,0.006,0.006,0.002,0.001,10189.98,"(8.37e+03,1.05e+04]",9.22916016350631,"(7.74,9.26]",0.0216,38976.12081,"(3.12e+04,3.9e+04]"
2.16,712,0.006,0.006,0.002,0.001,10192.14,"(8.37e+03,1.05e+04]",9.22937211398134,"(7.74,9.26]",0.01296,38976.13377,"(3.12e+04,3.9e+04]"
0.54,717,0.006,0.005,0.002,0.001,10192.68,"(8.37e+03,1.05e+04]",9.22942509458162,"(7.74,9.26]",0.00324,38976.13701,"(3.12e+04,3.9e+04]"
1.44,738,0.006,0.005,0.002,0.001,10194.12,"(8.37e+03,1.05e+04]",9.22956636246107,"(7.74,9.26]",0.00864,38976.14565,"(3.12e+04,3.9e+04]"
0.27,796,0.006,0.005,0.002,0.001,10194.39,"(8.37e+03,1.05e+04]",9.22959284796688,"(7.74,9.26]",0.00162,38976.14727,"(3.12e+04,3.9e+04]"
0.9,804,0.006,0.007,0.003,0.001,10195.29,"(8.37e+03,1.05e+04]",9.22968112792033,"(7.74,9.26]",0.0054,38976.15267,"(3.12e+04,3.9e+04]"
0.54,838,0.006,0.005,0.003,0.001,10195.83,"(8.37e+03,1.05e+04]",9.22973409215183,"(7.74,9.26]",0.00324,38976.15591,"(3.12e+04,3.9e+04]"
13.23,842,0.006,0.005,0.002,0.001,10209.06,"(8.37e+03,1.05e+04]",9.23103084031895,"(7.74,9.26]",0.07938,38976.23529,"(3.12e+04,3.9e+04]"
2.34,889,0.006,0.007,0.004,0.001,10211.4,"(8.37e+03,1.05e+04]",9.23126002222869,"(7.74,9.26]",0.01404,38976.24933,"(3.12e+04,3.9e+04]"
1.53,1003,0.005,0.004,0.003,0.001,10212.93,"(8.37e+03,1.05e+04]",9.23140984354501,"(7.74,9.26]",0.00765,38976.25698,"(3.12e+04,3.9e+04]"
0.09,1071,0.005,0.005,0.002,0.001,10213.02,"(8.37e+03,1.05e+04]",9.23141865586464,"(7.74,9.26]",0.00045,38976.25743,"(3.12e+04,3.9e+04]"
0.81,1080,0.005,0.004,0.002,0.001,10213.83,"(8.37e+03,1.05e+04]",9.23149796324688,"(7.74,9.26]",0.00405,38976.26148,"(3.12e+04,3.9e+04]"
15.48,1085,0.005,0.003,0.002,0.001,10229.31,"(8.37e+03,1.05e+04]",9.23301240799056,"(7.74,9.26]",0.0774,38976.33888,"(3.12e+04,3.9e+04]"
0.72,109,0.005,0.003,0.002,0.001,10230.03,"(8.37e+03,1.05e+04]",9.23308279149269,"(7.74,9.26]",0.0036,38976.34248,"(3.12e+04,3.9e+04]"
2.88,1092,0.005,0.003,0.002,0.001,10232.91,"(8.37e+03,1.05e+04]",9.23336427597332,"(7.74,9.26]",0.0144,38976.35688,"(3.12e+04,3.9e+04]"
0.45,1094,0.005,0.005,0.002,0.001,10233.36,"(8.37e+03,1.05e+04]",9.23340825076698,"(7.74,9.26]",0.00225,38976.35913,"(3.12e+04,3.9e+04]"
1.26,1112,0.005,0.005,0.002,0.001,10234.62,"(8.37e+03,1.05e+04]",9.23353136990248,"(7.74,9.26]",0.0063,38976.36543,"(3.12e+04,3.9e+04]"
0.27,1127,0.005,0.005,0.002,0.001,10234.89,"(8.37e+03,1.05e+04]",9.23355775060237,"(7.74,9.26]",0.00135,38976.36678,"(3.12e+04,3.9e+04]"
1.8,1129,0.005,0.005,0.002,0.001,10236.69,"(8.37e+03,1.05e+04]",9.23373360415198,"(7.74,9.26]",0.009,38976.37578,"(3.12e+04,3.9e+04]"
8.82,1152,0.005,0.003,0.002,0.001,10245.51,"(8.37e+03,1.05e+04]",9.23459483981467,"(7.74,9.26]",0.0441,38976.41988,"(3.12e+04,3.9e+04]"
0.09,1173,0.005,0.005,0.002,0.001,10245.6,"(8.37e+03,1.05e+04]",9.23460362411186,"(7.74,9.26]",0.00045,38976.42033,"(3.12e+04,3.9e+04]"
0.72,133,0.005,0.004,0.002,0.001,10246.32,"(8.37e+03,1.05e+04]",9.23467389571162,"(7.74,9.26]",0.0036,38976.42393,"(3.12e+04,3.9e+04]"
0.09,142,0.005,0.004,0.001,0,10246.41,"(8.37e+03,1.05e+04]",9.23468267931439,"(7.74,9.26]",0.00045,38976.42438,"(3.12e+04,3.9e+04]"
0.54,143,0.005,0.003,0.002,0.001,10246.95,"(8.37e+03,1.05e+04]",9.23473537931089,"(7.74,9.26]",0.0027,38976.42708,"(3.12e+04,3.9e+04]"
0.45,145,0.005,0.005,0.002,0.001,10247.4,"(8.37e+03,1.05e+04]",9.2347792938532,"(7.74,9.26]",0.00225,38976.42933,"(3.12e+04,3.9e+04]"
0.54,146,0.005,0.002,0.002,0.001,10247.94,"(8.37e+03,1.05e+04]",9.23483198875849,"(7.74,9.26]",0.0027,38976.43203,"(3.12e+04,3.9e+04]"
6.84,182,0.005,0.004,0.003,0.001,10254.78,"(8.37e+03,1.05e+04]",9.23549921732658,"(7.74,9.26]",0.0342,38976.46623,"(3.12e+04,3.9e+04]"
0.54,198,0.005,0.004,0.004,0.001,10255.32,"(8.37e+03,1.05e+04]",9.23555187431023,"(7.74,9.26]",0.0027,38976.46893,"(3.12e+04,3.9e+04]"
6.39,203,0.005,0.004,0.004,0.001,10261.71,"(8.37e+03,1.05e+04]",9.23617477150408,"(7.74,9.26]",0.03195,38976.50088,"(3.12e+04,3.9e+04]"
2.79,214,0.005,0.005,0.002,0.001,10264.5,"(8.37e+03,1.05e+04]",9.23644661906066,"(7.74,9.26]",0.01395,38976.51483,"(3.12e+04,3.9e+04]"
1.08,237,0.005,0.005,0.002,0.001,10265.58,"(8.37e+03,1.05e+04]",9.23655183053582,"(7.74,9.26]",0.0054,38976.52023,"(3.12e+04,3.9e+04]"
6.84,240,0.005,0.005,0.002,0.001,10272.42,"(8.37e+03,1.05e+04]",9.23721791294432,"(7.74,9.26]",0.0342,38976.55443,"(3.12e+04,3.9e+04]"
0.9,263,0.005,0.004,0.002,0.001,10273.32,"(8.37e+03,1.05e+04]",9.23730552234662,"(7.74,9.26]",0.0045,38976.55893,"(3.12e+04,3.9e+04]"
1.44,270,0.005,0.004,0.002,0.001,10274.76,"(8.37e+03,1.05e+04]",9.23744568142741,"(7.74,9.26]",0.0072,38976.56613,"(3.12e+04,3.9e+04]"
0.09,274,0.005,0.003,0.002,0.001,10274.85,"(8.37e+03,1.05e+04]",9.23745444071773,"(7.74,9.26]",0.00045,38976.56658,"(3.12e+04,3.9e+04]"
0.9,289,0.005,0.003,0.002,0.001,10275.75,"(8.37e+03,1.05e+04]",9.23754202940133,"(7.74,9.26]",0.0045,38976.57108,"(3.12e+04,3.9e+04]"
2.34,307,0.005,0.004,0.002,0.001,10278.09,"(8.37e+03,1.05e+04]",9.23776972408126,"(7.74,9.26]",0.0117,38976.58278,"(3.12e+04,3.9e+04]"
0.45,320,0.005,0.006,0.003,0.001,10278.54,"(8.37e+03,1.05e+04]",9.23781350557658,"(7.74,9.26]",0.00225,38976.58503,"(3.12e+04,3.9e+04]"
0.63,321,0.005,0.006,0.002,0.001,10279.17,"(8.37e+03,1.05e+04]",9.23787479644995,"(7.74,9.26]",0.00315,38976.58818,"(3.12e+04,3.9e+04]"
0.09,357,0.005,0.004,0.002,0.001,10279.26,"(8.37e+03,1.05e+04]",9.23788355198236,"(7.74,9.26]",0.00045,38976.58863,"(3.12e+04,3.9e+04]"
0.54,387,0.005,0.005,0.002,0.001,10279.8,"(8.37e+03,1.05e+04]",9.23793608356698,"(7.74,9.26]",0.0027,38976.59133,"(3.12e+04,3.9e+04]"
3.51,416,0.005,0.006,0.002,0.001,10283.31,"(8.37e+03,1.05e+04]",9.23827747161909,"(7.74,9.26]",0.01755,38976.60888,"(3.12e+04,3.9e+04]"
3.15,425,0.005,0.003,0.002,0.001,10286.46,"(8.37e+03,1.05e+04]",9.23858374631488,"(7.74,9.26]",0.01575,38976.62463,"(3.12e+04,3.9e+04]"
2.25,489,0.005,0.006,0.002,0.001,10288.71,"(8.37e+03,1.05e+04]",9.23880245653783,"(7.74,9.26]",0.01125,38976.63588,"(3.12e+04,3.9e+04]"
0.81,499,0.005,0.006,0.002,0.001,10289.52,"(8.37e+03,1.05e+04]",9.23888118050976,"(7.74,9.26]",0.00405,38976.63993,"(3.12e+04,3.9e+04]"
0.63,572,0.005,0.006,0.002,0.001,10290.15,"(8.37e+03,1.05e+04]",9.23894240598132,"(7.74,9.26]",0.00315,38976.64308,"(3.12e+04,3.9e+04]"
0.27,601,0.005,0.004,0.002,0.001,10290.42,"(8.37e+03,1.05e+04]",9.23896864432166,"(7.74,9.26]",0.00135,38976.64443,"(3.12e+04,3.9e+04]"
0.09,626,0.005,0.007,0.002,0.001,10290.51,"(8.37e+03,1.05e+04]",9.23897739028212,"(7.74,9.26]",0.00045,38976.64488,"(3.12e+04,3.9e+04]"
6.3,642,0.005,0.006,0.002,0.001,10296.81,"(8.37e+03,1.05e+04]",9.23958941751021,"(7.74,9.26]",0.0315,38976.67638,"(3.12e+04,3.9e+04]"
0.99,656,0.005,0.006,0.002,0.001,10297.8,"(8.37e+03,1.05e+04]",9.23968555917065,"(7.74,9.26]",0.00495,38976.68133,"(3.12e+04,3.9e+04]"
3.78,664,0.005,0.004,0.002,0.001,10301.58,"(8.37e+03,1.05e+04]",9.2400525605117,"(7.74,9.26]",0.0189,38976.70023,"(3.12e+04,3.9e+04]"
1.53,667,0.005,0.006,0.002,0.001,10303.11,"(8.37e+03,1.05e+04]",9.24020107039006,"(7.74,9.26]",0.00765,38976.70788,"(3.12e+04,3.9e+04]"
2.25,670,0.005,0.003,0.002,0.001,10305.36,"(8.37e+03,1.05e+04]",9.24041942721218,"(7.74,9.26]",0.01125,38976.71913,"(3.12e+04,3.9e+04]"
1.44,715,0.005,0.005,0.003,0.001,10306.8,"(8.37e+03,1.05e+04]",9.24055915056018,"(7.74,9.26]",0.0072,38976.72633,"(3.12e+04,3.9e+04]"
3.96,725,0.005,0.004,0.003,0.001,10310.76,"(8.37e+03,1.05e+04]",9.24094328913416,"(7.74,9.26]",0.0198,38976.74613,"(3.12e+04,3.9e+04]"
0.09,739,0.005,0.005,0.002,0.001,10310.85,"(8.37e+03,1.05e+04]",9.24095201784157,"(7.74,9.26]",0.00045,38976.74658,"(3.12e+04,3.9e+04]"
1.35,741,0.005,0.006,0.002,0.001,10312.2,"(8.37e+03,1.05e+04]",9.2410829393107,"(7.74,9.26]",0.00675,38976.75333,"(3.12e+04,3.9e+04]"
0.9,784,0.005,0.004,0.002,0.001,10313.1,"(8.37e+03,1.05e+04]",9.24117021076862,"(7.74,9.26]",0.0045,38976.75783,"(3.12e+04,3.9e+04]"
4.32,785,0.005,0.003,0.003,0.001,10317.42,"(8.37e+03,1.05e+04]",9.24158900778034,"(7.74,9.26]",0.0216,38976.77943,"(3.12e+04,3.9e+04]"
0.27,811,0.005,0.004,0.004,0.001,10317.69,"(8.37e+03,1.05e+04]",9.24161517677096,"(7.74,9.26]",0.00135,38976.78078,"(3.12e+04,3.9e+04]"
4.32,830,0.005,0.006,0.002,0.001,10322.01,"(8.37e+03,1.05e+04]",9.2420337875127,"(7.74,9.26]",0.0216,38976.80238,"(3.12e+04,3.9e+04]"
3.51,86,0.005,0.005,0.002,0.001,10325.52,"(8.37e+03,1.05e+04]",9.24237377975718,"(7.74,9.26]",0.01755,38976.81993,"(3.12e+04,3.9e+04]"
0.63,860,0.005,0.004,0.002,0.001,10326.15,"(8.37e+03,1.05e+04]",9.2424347917722,"(7.74,9.26]",0.00315,38976.82308,"(3.12e+04,3.9e+04]"
0.72,96,0.005,0.005,0.002,0.001,10326.87,"(8.37e+03,1.05e+04]",9.24250451523156,"(7.74,9.26]",0.0036,38976.82668,"(3.12e+04,3.9e+04]"
7.92,992,0.005,0.003,0.002,0.001,10334.79,"(8.37e+03,1.05e+04]",9.24327115260609,"(7.74,9.26]",0.0396,38976.86628,"(3.12e+04,3.9e+04]"
3.69,996,0.005,0.004,0.003,0.001,10338.48,"(8.37e+03,1.05e+04]",9.24362813532234,"(7.74,9.26]",0.01845,38976.88473,"(3.12e+04,3.9e+04]"
0.99,102,0.004,0.004,0.002,0.001,10339.47,"(8.37e+03,1.05e+04]",9.24372388949534,"(7.74,9.26]",0.00396,38976.88869,"(3.12e+04,3.9e+04]"
0.45,106,0.004,0.004,0.002,0.001,10339.92,"(8.37e+03,1.05e+04]",9.24376741108858,"(7.74,9.26]",0.0018,38976.89049,"(3.12e+04,3.9e+04]"
4.05,1169,0.004,0.003,0.002,0.001,10343.97,"(8.37e+03,1.05e+04]",9.24415902021547,"(7.74,9.26]",0.0162,38976.90669,"(3.12e+04,3.9e+04]"
0.72,1195,0.004,0.004,0.002,0.001,10344.69,"(8.37e+03,1.05e+04]",9.24422862356342,"(7.74,9.26]",0.00288,38976.90957,"(3.12e+04,3.9e+04]"
5.13,135,0.004,0.003,0.002,0.001,10349.82,"(8.37e+03,1.05e+04]",9.24472440723794,"(7.74,9.26]",0.02052,38976.93009,"(3.12e+04,3.9e+04]"
4.86,136,0.004,0.003,0.002,0.001,10354.68,"(8.37e+03,1.05e+04]",9.24519387040674,"(7.74,9.26]",0.01944,38976.94953,"(3.12e+04,3.9e+04]"
0.63,167,0.004,0.003,0.004,0.001,10355.31,"(8.37e+03,1.05e+04]",9.24525471060997,"(7.74,9.26]",0.00252,38976.95205,"(3.12e+04,3.9e+04]"
20.7,173,0.004,0.003,0.002,0.001,10376.01,"(8.37e+03,1.05e+04]",9.24725168975834,"(7.74,9.26]",0.0828,38977.03485,"(3.12e+04,3.9e+04]"
1.44,176,0.004,0.003,0.003,0.001,10377.45,"(8.37e+03,1.05e+04]",9.24739046179947,"(7.74,9.26]",0.00576,38977.04061,"(3.12e+04,3.9e+04]"
0.27,189,0.004,0.003,0.004,0.001,10377.72,"(8.37e+03,1.05e+04]",9.2474164794134,"(7.74,9.26]",0.00108,38977.04169,"(3.12e+04,3.9e+04]"
0.63,190,0.004,0.004,0.002,0.001,10378.35,"(8.37e+03,1.05e+04]",9.2474771845469,"(7.74,9.26]",0.00252,38977.04421,"(3.12e+04,3.9e+04]"
25.92,193,0.004,0.002,0.002,0.001,10404.27,"(8.37e+03,1.05e+04]",9.2499715777889,"(7.74,9.26]",0.10368,38977.14789,"(3.12e+04,3.9e+04]"
0.27,224,0.004,0.005,0.002,0.001,10404.54,"(8.37e+03,1.05e+04]",9.24999752833581,"(7.74,9.26]",0.00108,38977.14897,"(3.12e+04,3.9e+04]"
3.15,273,0.004,0.003,0.002,0.001,10407.69,"(8.37e+03,1.05e+04]",9.25030023496783,"(7.74,9.26]",0.0126,38977.16157,"(3.12e+04,3.9e+04]"
1.98,471,0.004,0.003,0.002,0.001,10409.67,"(8.37e+03,1.05e+04]",9.25049046081837,"(7.74,9.26]",0.00792,38977.16949,"(3.12e+04,3.9e+04]"
3.06,48,0.004,0.004,0.002,0.001,10412.73,"(8.37e+03,1.05e+04]",9.25078437506668,"(7.74,9.26]",0.01224,38977.18173,"(3.12e+04,3.9e+04]"
6.66,50,0.004,0.003,0.002,0.001,10419.39,"(8.37e+03,1.05e+04]",9.25142377232696,"(7.74,9.26]",0.02664,38977.20837,"(3.12e+04,3.9e+04]"
1.35,55,0.004,0.004,0.002,0.001,10420.74,"(8.37e+03,1.05e+04]",9.25155333006022,"(7.74,9.26]",0.0054,38977.21377,"(3.12e+04,3.9e+04]"
0.54,58,0.004,0.005,0.002,0.001,10421.28,"(8.37e+03,1.05e+04]",9.25160514845404,"(7.74,9.26]",0.00216,38977.21593,"(3.12e+04,3.9e+04]"
0.54,666,0.004,0.003,0.003,0.001,10421.82,"(8.37e+03,1.05e+04]",9.25165696416284,"(7.74,9.26]",0.00216,38977.21809,"(3.12e+04,3.9e+04]"
8.1,682,0.004,0.001,0.003,0.001,10429.92,"(8.37e+03,1.05e+04]",9.25243387778323,"(7.74,9.26]",0.0324,38977.25049,"(3.12e+04,3.9e+04]"
3.06,793,0.004,0.003,0.003,0.001,10432.98,"(8.37e+03,1.05e+04]",9.25272722147198,"(7.74,9.26]",0.01224,38977.26273,"(3.12e+04,3.9e+04]"
3.51,88,0.004,0.004,0.002,0.001,10436.49,"(8.37e+03,1.05e+04]",9.25306359800987,"(7.74,9.26]",0.01404,38977.27677,"(3.12e+04,3.9e+04]"
0.36,939,0.004,0.003,0.003,0.001,10436.85,"(8.37e+03,1.05e+04]",9.25309809177081,"(7.74,9.26]",0.00144,38977.27821,"(3.12e+04,3.9e+04]"
1.26,984,0.004,0.004,0.003,0.001,10438.11,"(8.37e+03,1.05e+04]",9.25321881056515,"(7.74,9.26]",0.00504,38977.28325,"(3.12e+04,3.9e+04]"
3.51,1006,0.003,0.004,0.002,0.001,10441.62,"(8.37e+03,1.05e+04]",9.25355502181243,"(7.74,9.26]",0.01053,38977.29378,"(3.12e+04,3.9e+04]"
0.09,1010,0.003,0.003,0.002,0.001,10441.71,"(8.37e+03,1.05e+04]",9.25356364112745,"(7.74,9.26]",0.00027,38977.29405,"(3.12e+04,3.9e+04]"
0.09,1063,0.003,0.004,0.002,0.001,10441.8,"(8.37e+03,1.05e+04]",9.25357226036818,"(7.74,9.26]",0.00027,38977.29432,"(3.12e+04,3.9e+04]"
1.71,110,0.003,0.002,0.002,0.001,10443.51,"(8.37e+03,1.05e+04]",9.25373601182831,"(7.74,9.26]",0.00513,38977.29945,"(3.12e+04,3.9e+04]"
0.63,1106,0.003,0.002,0.002,0.001,10444.14,"(8.37e+03,1.05e+04]",9.25379633455491,"(7.74,9.26]",0.00189,38977.30134,"(3.12e+04,3.9e+04]"
1.8,111,0.003,0.003,0.002,0.001,10445.94,"(8.37e+03,1.05e+04]",9.25396866515436,"(7.74,9.26]",0.0054,38977.30674,"(3.12e+04,3.9e+04]"
1.71,118,0.003,0.003,0.002,0.001,10447.65,"(8.37e+03,1.05e+04]",9.2541323517208,"(7.74,9.26]",0.00513,38977.31187,"(3.12e+04,3.9e+04]"
0.27,1213,0.003,0.004,0.002,0.002,10447.92,"(8.37e+03,1.05e+04]",9.25415819451906,"(7.74,9.26]",0.00081,38977.31268,"(3.12e+04,3.9e+04]"
1.98,122,0.003,0.002,0.002,0.001,10449.9,"(8.37e+03,1.05e+04]",9.25434768796918,"(7.74,9.26]",0.00594,38977.31862,"(3.12e+04,3.9e+04]"
0.63,204,0.003,0.003,0.003,0.001,10450.53,"(8.37e+03,1.05e+04]",9.25440797381021,"(7.74,9.26]",0.00189,38977.32051,"(3.12e+04,3.9e+04]"
0.18,209,0.003,0.002,0.002,0.001,10450.71,"(8.37e+03,1.05e+04]",9.2544251976687,"(7.74,9.26]",0.00054,38977.32105,"(3.12e+04,3.9e+04]"
0.63,236,0.003,0.004,0.002,0.001,10451.34,"(8.37e+03,1.05e+04]",9.25448547883731,"(7.74,9.26]",0.00189,38977.32294,"(3.12e+04,3.9e+04]"
1.08,377,0.003,0.002,0.002,0.001,10452.42,"(8.37e+03,1.05e+04]",9.25458880953006,"(7.74,9.26]",0.00324,38977.32618,"(3.12e+04,3.9e+04]"
1.17,726,0.003,0.001,0.001,0,10453.59,"(8.37e+03,1.05e+04]",9.25470073906623,"(7.74,9.26]",0.00351,38977.32969,"(3.12e+04,3.9e+04]"
0.99,1029,0.002,0.004,0.002,0.001,10454.58,"(8.37e+03,1.05e+04]",9.25479543888938,"(7.74,9.26]",0.00198,38977.33167,"(3.12e+04,3.9e+04]"
0.27,215,0.002,0.001,0,0,10454.85,"(8.37e+03,1.05e+04]",9.25482126455752,"(7.74,9.26]",0.00054,38977.33221,"(3.12e+04,3.9e+04]"
0.09,407,0.002,0.001,0,0,10454.94,"(8.37e+03,1.05e+04]",9.25482987296535,"(7.74,9.26]",0.00018,38977.33239,"(3.12e+04,3.9e+04]"
0.18,413,0.002,0.001,0,0,10455.12,"(8.37e+03,1.05e+04]",9.2548470895587,"(7.74,9.26]",0.00036,38977.33275,"(3.12e+04,3.9e+04]"
0.45,683,0.002,0,0,0,10455.57,"(8.37e+03,1.05e+04]",9.25489012974533,"(7.74,9.26]",9e-04,38977.33365,"(3.12e+04,3.9e+04]"
0.09,684,0.002,0,0,0,10455.66,"(8.37e+03,1.05e+04]",9.25489873756037,"(7.74,9.26]",0.00018,38977.33383,"(3.12e+04,3.9e+04]"
1.17,685,0.002,0,0,0,10456.83,"(8.37e+03,1.05e+04]",9.25501063241375,"(7.74,9.26]",0.00234,38977.33617,"(3.12e+04,3.9e+04]"
0.54,690,0.002,0,0,0,10457.37,"(8.37e+03,1.05e+04]",9.25506227196966,"(7.74,9.26]",0.00108,38977.33725,"(3.12e+04,3.9e+04]"
0.18,973,0.002,0.003,0.002,0.001,10457.55,"(8.37e+03,1.05e+04]",9.25507948456239,"(7.74,9.26]",0.00036,38977.33761,"(3.12e+04,3.9e+04]"
4.5,993,0.002,0.002,0.001,0,10462.05,"(8.37e+03,1.05e+04]",9.25550970312005,"(7.74,9.26]",0.009,38977.34661,"(3.12e+04,3.9e+04]"
0.09,1009,0.001,0,0,0,10462.14,"(8.37e+03,1.05e+04]",9.25551830560359,"(7.74,9.26]",9e-05,38977.3467,"(3.12e+04,3.9e+04]"
0.09,1043,0.001,0,0,0,10462.23,"(8.37e+03,1.05e+04]",9.25552690801313,"(7.74,9.26]",9e-05,38977.34679,"(3.12e+04,3.9e+04]"
