area_ha,hillslope,CT_t_ha1,MT_t_ha1,NT_t_ha1,grass_t_ha1,area_cum_ha,int,log_area_cum,log_int,erosion_ct_ton,sum_ct_erosion_ton,erosion_int
5.04,448,0.792,0.022,0.003,0.001,7018.38,"(6.28e+03,8.37e+03]",8.85628770115777,"(7.74,9.26]",3.99168,37988.85987,"(3.12e+04,3.9e+04]"
15.12,1008,0.791,0.094,0.072,0.001,7033.5,"(6.28e+03,8.37e+03]",8.85843972719775,"(7.74,9.26]",11.95992,38000.81979,"(3.12e+04,3.9e+04]"
7.47,297,0.781,0.006,0.002,0.001,7040.97,"(6.28e+03,8.37e+03]",8.85950122375164,"(7.74,9.26]",5.83407,38006.65386,"(3.12e+04,3.9e+04]"
15.84,1191,0.778,0.005,0.002,0.001,7056.81,"(6.28e+03,8.37e+03]",8.86174838701645,"(7.74,9.26]",12.32352,38018.97738,"(3.12e+04,3.9e+04]"
2.25,810,0.772,0.044,0.003,0.001,7059.06,"(6.28e+03,8.37e+03]",8.86206717714686,"(7.74,9.26]",1.737,38020.71438,"(3.12e+04,3.9e+04]"
9.09,312,0.768,0.053,0.013,0.001,7068.15,"(6.28e+03,8.37e+03]",8.86335405562526,"(7.74,9.26]",6.98112,38027.6955,"(3.12e+04,3.9e+04]"
1.98,556,0.768,0.057,0.003,0.001,7070.13,"(6.28e+03,8.37e+03]",8.86363414627461,"(7.74,9.26]",1.52064,38029.21614,"(3.12e+04,3.9e+04]"
13.5,587,0.768,0.032,0.003,0.001,7083.63,"(6.28e+03,8.37e+03]",8.86554176716035,"(7.74,9.26]",10.368,38039.58414,"(3.12e+04,3.9e+04]"
4.5,457,0.764,0.038,0.002,0.001,7088.13,"(6.28e+03,8.37e+03]",8.86617683297451,"(7.74,9.26]",3.438,38043.02214,"(3.12e+04,3.9e+04]"
5.85,1015,0.763,0.01,0.003,0.001,7093.98,"(6.28e+03,8.37e+03]",8.86700181604569,"(7.74,9.26]",4.46355,38047.48569,"(3.12e+04,3.9e+04]"
13.05,968,0.756,0.029,0.018,0.001,7107.03,"(6.28e+03,8.37e+03]",8.86883971400836,"(7.74,9.26]",9.8658,38057.35149,"(3.12e+04,3.9e+04]"
0.81,1072,0.747,0.02,0.003,0.001,7107.84,"(6.28e+03,8.37e+03]",8.86895367917313,"(7.74,9.26]",0.60507,38057.95656,"(3.12e+04,3.9e+04]"
11.07,930,0.744,0.068,0.015,0.001,7118.91,"(6.28e+03,8.37e+03]",8.87050990279893,"(7.74,9.26]",8.23608,38066.19264,"(3.12e+04,3.9e+04]"
22.5,924,0.742,0.043,0.027,0.001,7141.41,"(6.28e+03,8.37e+03]",8.87366551482882,"(7.74,9.26]",16.695,38082.88764,"(3.12e+04,3.9e+04]"
10.71,139,0.74,0.005,0.002,0.001,7152.12,"(6.28e+03,8.37e+03]",8.87516409523608,"(7.74,9.26]",7.9254,38090.81304,"(3.12e+04,3.9e+04]"
5.76,81,0.739,0.005,0.004,0.001,7157.88,"(6.28e+03,8.37e+03]",8.8759691267261,"(7.74,9.26]",4.25664,38095.06968,"(3.12e+04,3.9e+04]"
3.24,1099,0.736,0.014,0.002,0.001,7161.12,"(6.28e+03,8.37e+03]",8.87642167230265,"(7.74,9.26]",2.38464,38097.45432,"(3.12e+04,3.9e+04]"
10.35,262,0.729,0.005,0.002,0.001,7171.47,"(6.28e+03,8.37e+03]",8.87786593350025,"(7.74,9.26]",7.54515,38104.99947,"(3.12e+04,3.9e+04]"
9.27,343,0.728,0.003,0.002,0.001,7180.74,"(6.28e+03,8.37e+03]",8.87915772079839,"(7.74,9.26]",6.74856,38111.74803,"(3.12e+04,3.9e+04]"
6.48,383,0.727,0.021,0.003,0.001,7187.22,"(6.28e+03,8.37e+03]",8.88005972782504,"(7.74,9.26]",4.71096,38116.45899,"(3.12e+04,3.9e+04]"
4.68,70,0.723,0.004,0.002,0.001,7191.9,"(6.28e+03,8.37e+03]",8.88071067171664,"(7.74,9.26]",3.38364,38119.84263,"(3.12e+04,3.9e+04]"
5.22,703,0.723,0.056,0.003,0.001,7197.12,"(6.28e+03,8.37e+03]",8.88143622498281,"(7.74,9.26]",3.77406,38123.61669,"(3.12e+04,3.9e+04]"
6.03,977,0.722,0.283,0.091,0.001,7203.15,"(6.28e+03,8.37e+03]",8.88227370932893,"(7.74,9.26]",4.35366,38127.97035,"(3.12e+04,3.9e+04]"
8.1,873,0.721,0.036,0.003,0.001,7211.25,"(6.28e+03,8.37e+03]",8.8833975855711,"(7.74,9.26]",5.8401,38133.81045,"(3.12e+04,3.9e+04]"
1.8,766,0.716,0.038,0.014,0.001,7213.05,"(6.28e+03,8.37e+03]",8.88364716440811,"(7.74,9.26]",1.2888,38135.09925,"(3.12e+04,3.9e+04]"
0.9,308,0.711,0.014,0.002,0.001,7213.95,"(6.28e+03,8.37e+03]",8.8837719304719,"(7.74,9.26]",0.6399,38135.73915,"(3.12e+04,3.9e+04]"
12.42,239,0.71,0.003,0.002,0.001,7226.37,"(6.28e+03,8.37e+03]",8.88549211438231,"(7.74,9.26]",8.8182,38144.55735,"(3.12e+04,3.9e+04]"
2.7,260,0.708,0.013,0.002,0.001,7229.07,"(6.28e+03,8.37e+03]",8.88586567617378,"(7.74,9.26]",1.9116,38146.46895,"(3.12e+04,3.9e+04]"
19.08,59,0.705,0.005,0.002,0.002,7248.15,"(6.28e+03,8.37e+03]",8.88850154287291,"(7.74,9.26]",13.4514,38159.92035,"(3.12e+04,3.9e+04]"
11.07,864,0.704,0.047,0.019,0.001,7259.22,"(6.28e+03,8.37e+03]",8.89002766403044,"(7.74,9.26]",7.79328,38167.71363,"(3.12e+04,3.9e+04]"
16.83,1021,0.699,0.091,0.069,0.001,7276.05,"(6.28e+03,8.37e+03]",8.89234341152204,"(7.74,9.26]",11.76417,38179.4778,"(3.12e+04,3.9e+04]"
2.79,699,0.697,0.047,0.003,0.001,7278.84,"(6.28e+03,8.37e+03]",8.89272678783532,"(7.74,9.26]",1.94463,38181.42243,"(3.12e+04,3.9e+04]"
12.15,216,0.693,0.163,0.059,0.01,7290.99,"(6.28e+03,8.37e+03]",8.89439461825152,"(7.74,9.26]",8.41995,38189.84238,"(3.12e+04,3.9e+04]"
19.26,888,0.692,0.007,0.003,0.001,7310.25,"(6.28e+03,8.37e+03]",8.89703275188543,"(7.74,9.26]",13.32792,38203.1703,"(3.12e+04,3.9e+04]"
12.15,1174,0.691,0.006,0.002,0.001,7322.4,"(6.28e+03,8.37e+03]",8.89869342207057,"(7.74,9.26]",8.39565,38211.56595,"(3.12e+04,3.9e+04]"
3.96,575,0.683,0.062,0.014,0.001,7326.36,"(6.28e+03,8.37e+03]",8.89923408218057,"(7.74,9.26]",2.70468,38214.27063,"(3.12e+04,3.9e+04]"
9.99,287,0.682,0.005,0.002,0.001,7336.35,"(6.28e+03,8.37e+03]",8.90059672272188,"(7.74,9.26]",6.81318,38221.08381,"(3.12e+04,3.9e+04]"
4.68,254,0.681,0.012,0.002,0.001,7341.03,"(6.28e+03,8.37e+03]",8.90123443873913,"(7.74,9.26]",3.18708,38224.27089,"(3.12e+04,3.9e+04]"
1.8,742,0.681,0.05,0.003,0.001,7342.83,"(6.28e+03,8.37e+03]",8.90147960588306,"(7.74,9.26]",1.2258,38225.49669,"(3.12e+04,3.9e+04]"
10.17,475,0.678,0.007,0.004,0.001,7353,"(6.28e+03,8.37e+03]",8.90286367219622,"(7.74,9.26]",6.89526,38232.39195,"(3.12e+04,3.9e+04]"
10.26,665,0.677,0.007,0.003,0.001,7363.26,"(6.28e+03,8.37e+03]",8.90425804843888,"(7.74,9.26]",6.94602,38239.33797,"(3.12e+04,3.9e+04]"
11.07,292,0.672,0.007,0.002,0.001,7374.33,"(6.28e+03,8.37e+03]",8.90576032962351,"(7.74,9.26]",7.43904,38246.77701,"(3.12e+04,3.9e+04]"
2.07,313,0.672,0.016,0.002,0.001,7376.4,"(6.28e+03,8.37e+03]",8.90604099370096,"(7.74,9.26]",1.39104,38248.16805,"(3.12e+04,3.9e+04]"
1.44,767,0.672,0.041,0.015,0.001,7377.84,"(6.28e+03,8.37e+03]",8.90623619182768,"(7.74,9.26]",0.96768,38249.13573,"(3.12e+04,3.9e+04]"
4.14,511,0.667,0.04,0.007,0.001,7381.98,"(6.28e+03,8.37e+03]",8.9067971742934,"(7.74,9.26]",2.76138,38251.89711,"(3.12e+04,3.9e+04]"
2.07,1131,0.664,0.012,0.002,0.001,7384.05,"(6.28e+03,8.37e+03]",8.90707754755738,"(7.74,9.26]",1.37448,38253.27159,"(3.12e+04,3.9e+04]"
11.88,37,0.66,0.033,0.002,0.001,7395.93,"(6.28e+03,8.37e+03]",8.90868512788678,"(7.74,9.26]",7.8408,38261.11239,"(3.12e+04,3.9e+04]"
1.62,529,0.658,0.041,0.003,0.001,7397.55,"(6.28e+03,8.37e+03]",8.90890414329174,"(7.74,9.26]",1.06596,38262.17835,"(3.12e+04,3.9e+04]"
12.51,943,0.653,0.025,0.004,0.001,7410.06,"(6.28e+03,8.37e+03]",8.91059381542334,"(7.74,9.26]",8.16903,38270.34738,"(3.12e+04,3.9e+04]"
10.62,129,0.652,0.003,0.002,0.001,7420.68,"(6.28e+03,8.37e+03]",8.9120259761672,"(7.74,9.26]",6.92424,38277.27162,"(3.12e+04,3.9e+04]"
11.16,946,0.649,0.125,0.088,0.001,7431.84,"(6.28e+03,8.37e+03]",8.91352875173664,"(7.74,9.26]",7.24284,38284.51446,"(3.12e+04,3.9e+04]"
10.35,389,0.647,0.035,0.025,0.001,7442.19,"(6.28e+03,8.37e+03]",8.91492043935196,"(7.74,9.26]",6.69645,38291.21091,"(3.12e+04,3.9e+04]"
7.02,676,0.646,0.018,0.002,0.001,7449.21,"(6.28e+03,8.37e+03]",8.91586326548248,"(7.74,9.26]",4.53492,38295.74583,"(3.12e+04,3.9e+04]"
6.57,99,0.644,0.01,0.002,0.002,7455.78,"(6.28e+03,8.37e+03]",8.91674484949234,"(7.74,9.26]",4.23108,38299.97691,"(3.12e+04,3.9e+04]"
8.1,1123,0.64,0.005,0.002,0.001,7463.88,"(6.28e+03,8.37e+03]",8.91783066522752,"(7.74,9.26]",5.184,38305.16091,"(3.12e+04,3.9e+04]"
10.08,956,0.637,0.114,0.071,0.001,7473.96,"(6.28e+03,8.37e+03]",8.91918025814457,"(7.74,9.26]",6.42096,38311.58187,"(3.12e+04,3.9e+04]"
14.94,895,0.634,0.023,0.003,0.001,7488.9,"(6.28e+03,8.37e+03]",8.9211772032426,"(7.74,9.26]",9.47196,38321.05383,"(3.12e+04,3.9e+04]"
8.01,29,0.63,0.018,0.006,0.001,7496.91,"(6.28e+03,8.37e+03]",8.92224621462908,"(7.74,9.26]",5.0463,38326.10013,"(3.12e+04,3.9e+04]"
10.8,647,0.628,0.025,0.02,0.001,7507.71,"(6.28e+03,8.37e+03]",8.92368577149425,"(7.74,9.26]",6.7824,38332.88253,"(3.12e+04,3.9e+04]"
3.06,1066,0.621,0.02,0.002,0.001,7510.77,"(6.28e+03,8.37e+03]",8.9240932694624,"(7.74,9.26]",1.90026,38334.78279,"(3.12e+04,3.9e+04]"
6.03,856,0.617,0.014,0.003,0.001,7516.8,"(6.28e+03,8.37e+03]",8.92489579446459,"(7.74,9.26]",3.72051,38338.5033,"(3.12e+04,3.9e+04]"
23.31,881,0.615,0.032,0.003,0.001,7540.11,"(6.28e+03,8.37e+03]",8.927992049755,"(7.74,9.26]",14.33565,38352.83895,"(3.12e+04,3.9e+04]"
10.35,191,0.614,0.003,0.002,0.001,7550.46,"(6.28e+03,8.37e+03]",8.92936376753941,"(7.74,9.26]",6.3549,38359.19385,"(3.12e+04,3.9e+04]"
8.91,345,0.614,0.004,0.002,0.001,7559.37,"(6.28e+03,8.37e+03]",8.93054313236783,"(7.74,9.26]",5.47074,38364.66459,"(3.12e+04,3.9e+04]"
2.7,1096,0.612,0.017,0.002,0.001,7562.07,"(6.28e+03,8.37e+03]",8.9309002412184,"(7.74,9.26]",1.6524,38366.31699,"(3.12e+04,3.9e+04]"
2.52,747,0.612,0.012,0.013,0.001,7564.59,"(6.28e+03,8.37e+03]",8.93123342779407,"(7.74,9.26]",1.54224,38367.85923,"(3.12e+04,3.9e+04]"
10.35,1119,0.605,0.005,0.002,0.001,7574.94,"(6.28e+03,8.37e+03]",8.93260070955412,"(7.74,9.26]",6.26175,38374.12098,"(3.12e+04,3.9e+04]"
2.34,1088,0.602,0.01,0.002,0.001,7577.28,"(6.28e+03,8.37e+03]",8.93290957518815,"(7.74,9.26]",1.40868,38375.52966,"(3.12e+04,3.9e+04]"
21.69,1017,0.6,0.075,0.034,0.001,7598.97,"(6.28e+03,8.37e+03]",8.93576799077411,"(7.74,9.26]",13.014,38388.54366,"(3.12e+04,3.9e+04]"
10.08,963,0.593,0.049,0.028,0.001,7609.05,"(6.28e+03,8.37e+03]",8.93709360732066,"(7.74,9.26]",5.97744,38394.5211,"(3.12e+04,3.9e+04]"
15.66,466,0.59,0.006,0.002,0.001,7624.71,"(6.28e+03,8.37e+03]",8.93914956796546,"(7.74,9.26]",9.2394,38403.7605,"(3.12e+04,3.9e+04]"
3.51,155,0.585,0.019,0.002,0.001,7628.22,"(6.28e+03,8.37e+03]",8.93960980741611,"(7.74,9.26]",2.05335,38405.81385,"(3.12e+04,3.9e+04]"
25.29,420,0.585,0.007,0.002,0.001,7653.51,"(6.28e+03,8.37e+03]",8.94291964512266,"(7.74,9.26]",14.79465,38420.6085,"(3.12e+04,3.9e+04]"
10.17,178,0.584,0.015,0.003,0.001,7663.68,"(6.28e+03,8.37e+03]",8.94424756512554,"(7.74,9.26]",5.93928,38426.54778,"(3.12e+04,3.9e+04]"
39.6,344,0.573,0.004,0.002,0.001,7703.28,"(6.28e+03,8.37e+03]",8.94940149116657,"(7.74,9.26]",22.6908,38449.23858,"(3.12e+04,3.9e+04]"
10.71,491,0.571,0.014,0.002,0.001,7713.99,"(6.28e+03,8.37e+03]",8.95079084242302,"(7.74,9.26]",6.11541,38455.35399,"(3.12e+04,3.9e+04]"
7.65,1155,0.567,0.003,0.002,0.002,7721.64,"(6.28e+03,8.37e+03]",8.95178205569081,"(7.74,9.26]",4.33755,38459.69154,"(3.12e+04,3.9e+04]"
11.61,1179,0.566,0.004,0.002,0.001,7733.25,"(6.28e+03,8.37e+03]",8.95328449306616,"(7.74,9.26]",6.57126,38466.2628,"(3.12e+04,3.9e+04]"
10.17,227,0.565,0.005,0.002,0.001,7743.42,"(6.28e+03,8.37e+03]",8.9545987294573,"(7.74,9.26]",5.74605,38472.00885,"(3.12e+04,3.9e+04]"
7.29,874,0.565,0.047,0.021,0.001,7750.71,"(6.28e+03,8.37e+03]",8.95553973105441,"(7.74,9.26]",4.11885,38476.1277,"(3.12e+04,3.9e+04]"
8.01,1000,0.563,0.018,0.009,0.001,7758.72,"(6.28e+03,8.37e+03]",8.95657265111816,"(7.74,9.26]",4.50963,38480.63733,"(3.12e+04,3.9e+04]"
15.39,668,0.562,0.003,0.002,0.001,7774.11,"(6.28e+03,8.37e+03]",8.95855426104193,"(7.74,9.26]",8.64918,38489.28651,"(3.12e+04,3.9e+04]"
3.78,141,0.558,0.006,0.002,0.001,7777.89,"(6.28e+03,8.37e+03]",8.95904037216262,"(7.74,9.26]",2.10924,38491.39575,"(3.12e+04,3.9e+04]"
12.42,1170,0.554,0.004,0.002,0.001,7790.31,"(6.28e+03,8.37e+03]",8.96063593268148,"(7.74,9.26]",6.88068,38498.27643,"(3.12e+04,3.9e+04]"
5.31,697,0.554,0.003,0.008,0.001,7795.62,"(6.28e+03,8.37e+03]",8.96131731649438,"(7.74,9.26]",2.94174,38501.21817,"(3.12e+04,3.9e+04]"
10.53,1070,0.548,0.017,0.002,0.001,7806.15,"(6.28e+03,8.37e+03]",8.96266716354364,"(7.74,9.26]",5.77044,38506.98861,"(3.12e+04,3.9e+04]"
10.53,317,0.547,0.019,0.008,0.001,7816.68,"(6.28e+03,8.37e+03]",8.96401519096179,"(7.74,9.26]",5.75991,38512.74852,"(3.12e+04,3.9e+04]"
0.63,812,0.545,0.05,0.003,0.001,7817.31,"(6.28e+03,8.37e+03]",8.96409578459148,"(7.74,9.26]",0.34335,38513.09187,"(3.12e+04,3.9e+04]"
0.99,370,0.535,0.051,0.003,0.001,7818.3,"(6.28e+03,8.37e+03]",8.9642224186021,"(7.74,9.26]",0.52965,38513.62152,"(3.12e+04,3.9e+04]"
1.62,933,0.535,0.058,0.007,0.001,7819.92,"(6.28e+03,8.37e+03]",8.964429603308,"(7.74,9.26]",0.8667,38514.48822,"(3.12e+04,3.9e+04]"
10.35,915,0.534,0.019,0.004,0.001,7830.27,"(6.28e+03,8.37e+03]",8.96575227114895,"(7.74,9.26]",5.5269,38520.01512,"(3.12e+04,3.9e+04]"
19.62,192,0.53,0.003,0.002,0.001,7849.89,"(6.28e+03,8.37e+03]",8.96825479793942,"(7.74,9.26]",10.3986,38530.41372,"(3.12e+04,3.9e+04]"
1.71,1206,0.529,0.01,0.002,0.001,7851.6,"(6.28e+03,8.37e+03]",8.96847261166369,"(7.74,9.26]",0.90459,38531.31831,"(3.12e+04,3.9e+04]"
4.23,258,0.528,0.014,0.002,0.001,7855.83,"(6.28e+03,8.37e+03]",8.96901121028896,"(7.74,9.26]",2.23344,38533.55175,"(3.12e+04,3.9e+04]"
1.17,453,0.527,0.049,0.003,0.001,7857,"(6.28e+03,8.37e+03]",8.96916013317582,"(7.74,9.26]",0.61659,38534.16834,"(3.12e+04,3.9e+04]"
7.74,901,0.526,0.006,0.004,0.001,7864.74,"(6.28e+03,8.37e+03]",8.97014475709472,"(7.74,9.26]",4.07124,38538.23958,"(3.12e+04,3.9e+04]"
3.24,221,0.525,0.009,0.002,0.001,7867.98,"(6.28e+03,8.37e+03]",8.97055663756368,"(7.74,9.26]",1.701,38539.94058,"(3.12e+04,3.9e+04]"
11.43,79,0.525,0.004,0.002,0.001,7879.41,"(6.28e+03,8.37e+03]",8.97200830695235,"(7.74,9.26]",6.00075,38545.94133,"(3.12e+04,3.9e+04]"
2.88,849,0.515,0.005,0.003,0.001,7882.29,"(6.28e+03,8.37e+03]",8.97237374977033,"(7.74,9.26]",1.4832,38547.42453,"(3.12e+04,3.9e+04]"
2.07,700,0.51,0.019,0.003,0.001,7884.36,"(6.28e+03,8.37e+03]",8.97263632933059,"(7.74,9.26]",1.0557,38548.48023,"(3.12e+04,3.9e+04]"
11.61,380,0.507,0.063,0.006,0.001,7895.97,"(6.28e+03,8.37e+03]",8.974107781714,"(7.74,9.26]",5.88627,38554.3665,"(3.12e+04,3.9e+04]"
5.58,1058,0.501,0.025,0.002,0.001,7901.55,"(6.28e+03,8.37e+03]",8.97481422174156,"(7.74,9.26]",2.79558,38557.16208,"(3.12e+04,3.9e+04]"
23.85,1178,0.492,0.005,0.002,0.001,7925.4,"(6.28e+03,8.37e+03]",8.97782807065787,"(7.74,9.26]",11.7342,38568.89628,"(3.12e+04,3.9e+04]"
4.05,364,0.49,0.028,0.003,0.001,7929.45,"(6.28e+03,8.37e+03]",8.97833895535096,"(7.74,9.26]",1.9845,38570.88078,"(3.12e+04,3.9e+04]"
2.43,576,0.487,0.018,0.003,0.001,7931.88,"(6.28e+03,8.37e+03]",8.97864536093221,"(7.74,9.26]",1.18341,38572.06419,"(3.12e+04,3.9e+04]"
8.19,693,0.485,0.002,0.008,0.001,7940.07,"(6.28e+03,8.37e+03]",8.97967737032323,"(7.74,9.26]",3.97215,38576.03634,"(3.12e+04,3.9e+04]"
1.8,1075,0.481,0.003,0.002,0.001,7941.87,"(6.28e+03,8.37e+03]",8.97990404288435,"(7.74,9.26]",0.8658,38576.90214,"(3.12e+04,3.9e+04]"
12.6,844,0.481,0.042,0.028,0.001,7954.47,"(6.28e+03,8.37e+03]",8.98148931378806,"(7.74,9.26]",6.0606,38582.96274,"(3.12e+04,3.9e+04]"
2.25,120,0.48,0.003,0.002,0.002,7956.72,"(6.28e+03,8.37e+03]",8.98177213361675,"(7.74,9.26]",1.08,38584.04274,"(3.12e+04,3.9e+04]"
12.51,947,0.48,0.025,0.003,0.001,7969.23,"(6.28e+03,8.37e+03]",8.98334315482088,"(7.74,9.26]",6.0048,38590.04754,"(3.12e+04,3.9e+04]"
11.43,134,0.476,0.003,0.002,0.001,7980.66,"(6.28e+03,8.37e+03]",8.98477639379076,"(7.74,9.26]",5.44068,38595.48822,"(3.12e+04,3.9e+04]"
10.44,899,0.476,0.007,0.003,0.001,7991.1,"(6.28e+03,8.37e+03]",8.9860837013745,"(7.74,9.26]",4.96944,38600.45766,"(3.12e+04,3.9e+04]"
5.31,382,0.474,0.005,0.002,0.001,7996.41,"(6.28e+03,8.37e+03]",8.98674796994356,"(7.74,9.26]",2.51694,38602.9746,"(3.12e+04,3.9e+04]"
1.98,755,0.469,0.014,0.012,0.001,7998.39,"(6.28e+03,8.37e+03]",8.98699555040848,"(7.74,9.26]",0.92862,38603.90322,"(3.12e+04,3.9e+04]"
4.14,1125,0.465,0.006,0.002,0.001,8002.53,"(6.28e+03,8.37e+03]",8.98751302066548,"(7.74,9.26]",1.9251,38605.82832,"(3.12e+04,3.9e+04]"
10.98,73,0.465,0.005,0.002,0.001,8013.51,"(6.28e+03,8.37e+03]",8.98888414632703,"(7.74,9.26]",5.1057,38610.93402,"(3.12e+04,3.9e+04]"
11.7,1203,0.463,0.011,0.006,0.001,8025.21,"(6.28e+03,8.37e+03]",8.99034311588013,"(7.74,9.26]",5.4171,38616.35112,"(3.12e+04,3.9e+04]"
10.08,790,0.461,0.053,0.042,0.001,8035.29,"(6.28e+03,8.37e+03]",8.99159836961738,"(7.74,9.26]",4.64688,38620.998,"(3.12e+04,3.9e+04]"
3.42,878,0.456,0.008,0.003,0.001,8038.71,"(6.28e+03,8.37e+03]",8.9920239015387,"(7.74,9.26]",1.55952,38622.55752,"(3.12e+04,3.9e+04]"
14.49,964,0.453,0.013,0.006,0.001,8053.2,"(6.28e+03,8.37e+03]",8.99382480695219,"(7.74,9.26]",6.56397,38629.12149,"(3.12e+04,3.9e+04]"
2.79,119,0.452,0.01,0.002,0.001,8055.99,"(6.28e+03,8.37e+03]",8.9941711930868,"(7.74,9.26]",1.26108,38630.38257,"(3.12e+04,3.9e+04]"
0.99,171,0.45,0.025,0.004,0.001,8056.98,"(6.28e+03,8.37e+03]",8.9942940754606,"(7.74,9.26]",0.4455,38630.82807,"(3.12e+04,3.9e+04]"
3.06,366,0.45,0.021,0.003,0.001,8060.04,"(6.28e+03,8.37e+03]",8.99467379826752,"(7.74,9.26]",1.377,38632.20507,"(3.12e+04,3.9e+04]"
11.43,568,0.449,0.008,0.005,0.001,8071.47,"(6.28e+03,8.37e+03]",8.99609090080941,"(7.74,9.26]",5.13207,38637.33714,"(3.12e+04,3.9e+04]"
1.26,949,0.447,0.018,0.004,0.001,8072.73,"(6.28e+03,8.37e+03]",8.99624699401967,"(7.74,9.26]",0.56322,38637.90036,"(3.12e+04,3.9e+04]"
6.12,309,0.444,0.005,0.002,0.001,8078.85,"(6.28e+03,8.37e+03]",8.99700481465306,"(7.74,9.26]",2.71728,38640.61764,"(3.12e+04,3.9e+04]"
4.77,1214,0.442,0.009,0.002,0.002,8083.62,"(6.28e+03,8.37e+03]",8.99759507098622,"(7.74,9.26]",2.10834,38642.72598,"(3.12e+04,3.9e+04]"
15.03,228,0.44,0.005,0.002,0.001,8098.65,"(6.28e+03,8.37e+03]",8.99945266010343,"(7.74,9.26]",6.6132,38649.33918,"(3.12e+04,3.9e+04]"
10.26,1067,0.435,0.005,0.002,0.001,8108.91,"(6.28e+03,8.37e+03]",9.00071873610383,"(7.74,9.26]",4.4631,38653.80228,"(3.12e+04,3.9e+04]"
9.99,953,0.426,0.02,0.018,0.001,8118.9,"(6.28e+03,8.37e+03]",9.00194995599881,"(7.74,9.26]",4.25574,38658.05802,"(3.12e+04,3.9e+04]"
3.51,635,0.422,0.006,0.003,0.001,8122.41,"(6.28e+03,8.37e+03]",9.00238218714946,"(7.74,9.26]",1.48122,38659.53924,"(3.12e+04,3.9e+04]"
13.68,994,0.421,0.024,0.002,0.001,8136.09,"(6.28e+03,8.37e+03]",9.00406499961412,"(7.74,9.26]",5.75928,38665.29852,"(3.12e+04,3.9e+04]"
2.7,409,0.416,0.005,0.002,0.001,8138.79,"(6.28e+03,8.37e+03]",9.00439679929863,"(7.74,9.26]",1.1232,38666.42172,"(3.12e+04,3.9e+04]"
10.89,825,0.415,0.01,0.007,0.001,8149.68,"(6.28e+03,8.37e+03]",9.00573394166039,"(7.74,9.26]",4.51935,38670.94107,"(3.12e+04,3.9e+04]"
8.91,328,0.414,0.017,0.003,0.001,8158.59,"(6.28e+03,8.37e+03]",9.00682663890988,"(7.74,9.26]",3.68874,38674.62981,"(3.12e+04,3.9e+04]"
15.48,990,0.413,0.005,0.003,0.001,8174.07,"(6.28e+03,8.37e+03]",9.00872222782624,"(7.74,9.26]",6.39324,38681.02305,"(3.12e+04,3.9e+04]"
4.68,611,0.411,0.007,0.003,0.001,8178.75,"(6.28e+03,8.37e+03]",9.00929460618395,"(7.74,9.26]",1.92348,38682.94653,"(3.12e+04,3.9e+04]"
11.07,1048,0.408,0.005,0.002,0.001,8189.82,"(6.28e+03,8.37e+03]",9.01064719858362,"(7.74,9.26]",4.51656,38687.46309,"(3.12e+04,3.9e+04]"
1.71,646,0.407,0.003,0.002,0.001,8191.53,"(6.28e+03,8.37e+03]",9.01085597258652,"(7.74,9.26]",0.69597,38688.15906,"(3.12e+04,3.9e+04]"
10.62,907,0.405,0.006,0.003,0.001,8202.15,"(6.28e+03,8.37e+03]",9.01215159400716,"(7.74,9.26]",4.3011,38692.46016,"(3.12e+04,3.9e+04]"
2.52,1207,0.401,0.005,0.002,0.001,8204.67,"(6.28e+03,8.37e+03]",9.01245878333694,"(7.74,9.26]",1.01052,38693.47068,"(3.12e+04,3.9e+04]"
2.25,1132,0.4,0.003,0.002,0.001,8206.92,"(6.28e+03,8.37e+03]",9.01273297980591,"(7.74,9.26]",0.9,38694.37068,"(3.12e+04,3.9e+04]"
10.44,126,0.398,0.003,0.002,0.001,8217.36,"(6.28e+03,8.37e+03]",9.01400426858156,"(7.74,9.26]",4.15512,38698.5258,"(3.12e+04,3.9e+04]"
3.96,954,0.397,0.03,0.004,0.001,8221.32,"(6.28e+03,8.37e+03]",9.01448605909961,"(7.74,9.26]",1.57212,38700.09792,"(3.12e+04,3.9e+04]"
7.74,233,0.396,0.005,0.002,0.001,8229.06,"(6.28e+03,8.37e+03]",9.01542707086604,"(7.74,9.26]",3.06504,38703.16296,"(3.12e+04,3.9e+04]"
7.11,1047,0.387,0.003,0.002,0.001,8236.17,"(6.28e+03,8.37e+03]",9.01629070902256,"(7.74,9.26]",2.75157,38705.91453,"(3.12e+04,3.9e+04]"
2.52,1033,0.386,0.005,0.002,0.001,8238.69,"(6.28e+03,8.37e+03]",9.01659662968224,"(7.74,9.26]",0.97272,38706.88725,"(3.12e+04,3.9e+04]"
2.16,154,0.386,0.004,0.002,0.002,8240.85,"(6.28e+03,8.37e+03]",9.01685877292318,"(7.74,9.26]",0.83376,38707.72101,"(3.12e+04,3.9e+04]"
4.59,384,0.368,0.005,0.003,0.001,8245.44,"(6.28e+03,8.37e+03]",9.01741559924597,"(7.74,9.26]",1.68912,38709.41013,"(3.12e+04,3.9e+04]"
5.85,1156,0.359,0.022,0.002,0.001,8251.29,"(6.28e+03,8.37e+03]",9.01812483074157,"(7.74,9.26]",2.10015,38711.51028,"(3.12e+04,3.9e+04]"
